"X1","X2","X3","X4","X5","X6","X7"
0.155051083303988,0.599887112388387,0.310872656060383,0.349239223403856,0.984552714275196,0.00333362841047347,0.421996501972899
0.597989208530635,0.069977039238438,0.870785594452173,0.463166443398222,0.175918666180223,0.359789832262322,0.0165059592109174
0.748194653075188,0.422535955905914,0.496473599923775,0.973870143992826,0.182543662376702,0.608639460988343,0.713912076549605
0.989608050556853,0.494225005153567,0.0580609627068043,0.524836799828336,0.610130468150601,0.783115156693384,0.577658913331106
0.200489999959245,0.192627227166668,0.963005863595754,0.449120888020843,0.0857456543017179,0.821785903070122,0.393032194115222
0.971779575105757,0.475926033221185,0.836028762161732,0.177407254232094,0.276969154598191,0.599807718070224,0.147497760597616
0.31292185280472,0.581054529873654,0.562393857631832,0.620529861887917,0.0745654334314167,0.150410997448489,0.403057626914233
0.334920418448746,0.465684287715703,0.146215974120423,0.748843231936917,0.501295344671234,0.173457636730745,0.366909203585237
0.716730260988697,0.471922070719302,0.327696957858279,0.817624928895384,0.0576970560941845,0.819158384110779,0.437561172060668
0.9479290174786,0.949697594158351,0.192004807526246,0.985768668120727,0.697976556140929,0.0489495459478348,0.578468019841239
0.584580207010731,0.0684082088992,0.612565200543031,0.232279508840293,0.884463728871197,0.901982938172296,0.270513030467555
0.819017841247842,0.651055769529194,0.00437578186392784,0.0732298248913139,0.13525550882332,0.417922626947984,0.290750288404524
0.113530133618042,0.0280143725685775,0.945413321256638,0.470447160070762,0.645186706911772,0.618172636488453,0.617061661090702
0.0746141283307225,0.0857819085940719,0.970710980240256,0.705808800412342,0.373758611734957,0.963147202506661,0.385741136735305
0.739232981111854,0.491747326450422,0.465585761703551,0.493671307340264,0.556150467367843,0.682939826743677,0.136613457230851
0.260801897151396,0.171094161225483,0.132467391667888,0.448627066332847,0.394253978040069,0.134183526039124,0.616880965884775
0.956206560367718,0.251438223058358,0.256738794501871,0.782068257220089,0.505149483680725,0.0644651553593576,0.413014409830794
0.280439712572843,0.70297551387921,0.636557989986613,0.71455368748866,0.101093123666942,0.336001802468672,0.580170071450993
0.972103097010404,0.386074376525357,0.891668429132551,0.933390475343913,0.044628590112552,0.662626888137311,0.663268610369414
0.849856109824032,0.957013362785801,0.723846750333905,0.395001052180305,0.242473015794531,0.581550180679187,0.807182897813618
0.50463938084431,0.772680095396936,0.937657665694132,0.000738037750124931,0.0142850505653769,0.635765145765617,0.783365661511198
0.529280321206897,0.231745539233088,0.800844663754106,0.476141382707283,0.534038244048133,0.674202967900783,0.721795432036743
0.631995815318078,0.814310886198655,0.222249149112031,0.758070912677795,0.402002271497622,0.736280293669552,0.976728108013049
0.558001979952678,0.59298846218735,0.376497750170529,0.0672980649396777,0.847334236372262,0.154265848919749,0.396957794670016
0.842065270291641,0.642626128857955,0.940953591372818,0.681260843761265,0.818989651044831,0.127586986403912,0.0340363909490407
0.713149065850303,0.920100260293111,0.768340048147365,0.414789489237592,0.996222792193294,0.468318330356851,0.528878296725452
0.0398669170681387,0.315313169034198,0.660245698643848,0.948661042843014,0.621952139539644,0.608800591900945,0.730479734716937
0.0734511807095259,0.912190133240074,0.681721925502643,0.149110439466313,0.001470209332183,0.253996978746727,0.738602572120726
0.0144438887946308,0.22792416671291,0.502101515885442,0.402164734667167,0.338008217979223,0.139082416892052,0.305615410441533
0.963036087807268,0.136608319589868,0.104916175361723,0.941083461977541,0.166222371160984,0.968413782306015,0.269307728391141
0.414322722936049,0.75595515081659,0.923569537466392,0.06462676031515,0.185548191890121,0.59646091167815,0.311178456060588
0.360849643358961,0.0807462041266263,0.836013513384387,0.365119364811108,0.07498913211748,0.274832935538143,0.924817594932392
0.487499576993287,0.852178171742707,0.673712069401518,0.971296213567257,0.33486563526094,0.964666046667844,0.230063168564811
0.0722661453764886,0.610909058246762,0.275006680749357,0.944143019150943,0.312537281308323,0.187026800122112,0.807030636584386
0.0120405710767955,0.622680380940437,0.577889086212963,0.53887831280008,0.55460709403269,0.674366031307727,0.986371268285438
0.498093088390306,0.767347294604406,0.877041412750259,0.720612385310233,0.961646848358214,0.865120911272243,0.193936393363401
0.546192169655114,0.823218235978857,0.230803907150403,0.949674886651337,0.285997400060296,0.841988036874682,0.663619512459263
0.387356780935079,0.568324333056808,0.0855392955709249,0.369725947966799,0.77682668925263,0.622165317181498,0.862991197733209
0.41240853862837,0.321571209933609,0.473873027833179,0.449894630815834,0.718787556979805,0.0737860316876322,0.869879772653803
0.0586433601565659,0.873869991628453,0.0679518347606063,0.00160108669660985,0.523409452289343,0.559143064543605,0.0263596351724118
0.251358990790322,0.410931936232373,0.278855516109616,0.446733532007784,0.686670189723372,0.820538301253691,0.00146534387022257
0.732412984129041,0.608182400930673,0.304300074465573,0.362130691297352,0.0859618606045842,0.647165267029777,0.822865631664172
0.94092140509747,0.537473640404642,0.216431476874277,0.286686581559479,0.732984715141356,0.835207539377734,0.958366764942184
0.457856183173135,0.91329254466109,0.160645875846967,0.30417379620485,0.619399826042354,0.444514983100817,0.271435012575239
0.52315367362462,0.0790630802512169,0.444060711655766,0.716929304413497,0.307208863086998,0.985660769743845,0.436523506417871
0.390707239042968,0.235151568893343,0.0272508556954563,0.927474156720564,0.562901100376621,0.418951947707683,0.892624725354835
0.675482601393014,0.217631918378174,0.0917130098678172,0.453323251567781,0.93973862961866,0.0900134039111435,0.173432882875204
0.960377942072228,0.878862838027999,0.375673207454383,0.0117858664598316,0.349176564486697,0.204571479465812,0.24925642949529
0.430014956509694,0.931943298084661,0.95866280188784,0.763987680198625,0.50233201100491,0.262288175523281,0.437500088009983
0.955344476504251,0.288312462158501,0.99083609576337,0.36941286502406,0.846448925556615,0.223376075038686,0.53068000334315
0.714804573683068,0.845752937719226,0.986291395500302,0.183960600290447,0.908242331352085,0.837179107125849,0.822693135356531
0.414007725659758,0.950883471872658,0.471737807383761,0.707550815772265,0.0465585817582905,0.171229735948145,0.787692110287026
0.41953696985729,0.0369620176497847,0.364332779543474,0.636198422638699,0.735672070411965,0.317858869442716,0.800018469337374
0.220150646287948,0.610985778039321,0.772984332637861,0.833078512689099,0.479679725365713,0.463091866113245,0.987097867298871
0.0305407412815839,0.0721609962638468,0.246224192669615,0.701512852218002,0.0309687822591513,0.161872067721561,0.345404266845435
0.76005307934247,0.259202231885865,0.494425260694697,0.646394991548732,0.203778067370877,0.654309523757547,0.737226660829037
0.053093499969691,0.58551330328919,0.225626579951495,0.214390471344814,0.0138128732796758,0.422717090463266,0.131281653419137
0.597138015087694,0.421574248000979,0.921867542900145,0.835926231229678,0.620121299987659,0.762839396484196,0.140322329709306
0.927342597860843,0.724852510727942,0.215037939604372,0.935454170452431,0.589702528668568,0.251834131078795,0.0225094074849039
0.506147973937914,0.214364455780014,0.861864000791684,0.182010357268155,0.128523622173816,0.949185225414112,0.518516161013395
0.259553769603372,0.46746417414397,0.79657083703205,0.835284021217376,0.419675419805571,0.227309830021113,0.64679719763808
0.0548571196850389,0.176920699654147,0.588465093402192,0.599418482976034,0.79477232741192,0.277812486048788,0.819614241365343
